posting_number,ozon_sku,offer_id,internal_sku,order_created_at_msk,posting_created_at_msk,shipment_date_msk,delivered_at_msk,finance_event_date,seller_price,commission_rub,commission_ratio,inferred_tariff_cohort,evidence
74873204-0154-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-21T21:03:30.955942+03:00,2026-07-21T21:03:30.955942+03:00,2026-07-21T21:03:37.766057+03:00,NOT_AVAILABLE,2026-07-23,1275,-522.75,0.41,TARIFF_41,posting matched
40648009-0543-2,3733452761,868597351,EVT-SET-4PC-ACNE,2026-07-21T05:46:09.797794+03:00,2026-07-21T05:46:09.797794+03:00,2026-07-21T05:46:21.692359+03:00,NOT_AVAILABLE,2026-07-24,3900,-1599,0.41,TARIFF_41,posting matched
0141467301-0288-4,3530427102,535581675,EVT-FT-ACNE-150,2026-07-15T13:16:00.106900+03:00,2026-07-15T13:16:00.106900+03:00,2026-07-15T13:16:08.200479+03:00,NOT_AVAILABLE,2026-07-25,1109,-454.69,0.41,TARIFF_41,posting matched
45076539-1500-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-25T16:50:28.610775+03:00,2026-07-25T16:50:28.610775+03:00,2026-07-25T16:50:36.515265+03:00,NOT_AVAILABLE,2026-07-26,1101,-451.41,0.41,TARIFF_41,posting matched
24811115-0131-1,1994674912,305101361,EVT-FS-ACNE-30,2026-07-24T20:18:00.637403+03:00,2026-07-24T20:18:00.637403+03:00,2026-07-24T20:18:08.211824+03:00,NOT_AVAILABLE,2026-07-26,838,-343.58,0.41,TARIFF_41,posting matched
45366572-0290-1,3733947454,909951444,EVT-SET-ACNE-POWDER-SERUM-CREAM,2026-07-23T14:27:43.665392+03:00,2026-07-23T14:27:43.665392+03:00,2026-07-23T14:27:54.356082+03:00,NOT_AVAILABLE,2026-07-27,2216,-908.56,0.41,TARIFF_41,posting matched
0111425998-0187-1,2974977988,438775617,EVT-FC-ACNE-50,2026-07-25T07:32:18.995180+03:00,2026-07-25T07:32:18.995180+03:00,2026-07-25T07:32:27.263173+03:00,NOT_AVAILABLE,2026-07-27,1297,-531.77,0.41,TARIFF_41,posting matched
19380458-0073-1,1997079254,252442517,EVT-HC-HAND-300,2026-07-22T19:02:03.984583+03:00,2026-07-22T19:02:03.984583+03:00,2026-07-22T19:02:13.547102+03:00,NOT_AVAILABLE,2026-07-28,861,-353.01,0.41,TARIFF_41,posting matched
35975313-2379-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-24T18:57:58.398677+03:00,2026-07-24T18:57:58.398677+03:00,2026-07-24T18:58:12.548896+03:00,NOT_AVAILABLE,2026-07-28,1101,-451.41,0.41,TARIFF_41,posting matched
47847213-0182-2,3733452761,868597351,EVT-SET-4PC-ACNE,2026-07-24T08:18:34.999596+03:00,2026-07-24T08:18:34.999596+03:00,2026-07-24T08:18:41.776705+03:00,NOT_AVAILABLE,2026-07-28,4101,-1681.41,0.41,TARIFF_41,posting matched
59369293-0082-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-26T21:13:21.489457+03:00,2026-07-26T21:13:21.489457+03:00,2026-07-26T21:13:31.411545+03:00,NOT_AVAILABLE,2026-07-29,1101,-451.41,0.41,TARIFF_41,posting matched
87896916-0043-1,3530427102,535581675,EVT-FT-ACNE-150,2026-07-21T08:59:34.372092+03:00,2026-07-21T08:59:34.372092+03:00,2026-07-21T08:59:49.444675+03:00,NOT_AVAILABLE,2026-07-30,1640,-672.4,0.41,TARIFF_41,posting matched
71657300-1177-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-26T10:57:13.137420+03:00,2026-07-26T10:57:13.137420+03:00,2026-07-26T10:57:24.099361+03:00,NOT_AVAILABLE,2026-07-30,1101,-451.41,0.41,TARIFF_41,posting matched
61986072-0385-3,1991772098,305101272,EVT-FS-MOIST-30,2026-07-28T21:59:25.100993+03:00,2026-07-28T21:59:25.100993+03:00,2026-07-28T21:59:20.790071+03:00,NOT_AVAILABLE,2026-07-30,1280,-524.8,0.41,TARIFF_41,posting matched
80694950-0266-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-29T21:24:15.218298+03:00,2026-07-29T21:24:15.218298+03:00,2026-07-29T21:24:27.555891+03:00,NOT_AVAILABLE,2026-07-30,1093,-448.13,0.41,TARIFF_41,posting matched
0123272455-0150-1,3543342130,535580776,EVT-EP-ENZYME-75,2026-07-27T23:15:37.604504+03:00,2026-07-27T23:15:37.604504+03:00,2026-07-27T23:15:47.154628+03:00,NOT_AVAILABLE,2026-07-31,1132,-464.12,0.41,TARIFF_41,posting matched
65089096-0111-9,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-26T11:15:06.832973+03:00,2026-07-26T11:15:06.832973+03:00,2026-07-26T11:15:05.123484+03:00,NOT_AVAILABLE,2026-07-31,1101,-451.41,0.41,TARIFF_41,posting matched
0200868862-0038-1,3530427102,535581675,EVT-FT-ACNE-150,2026-07-29T17:20:42.338075+03:00,2026-07-29T17:20:42.338075+03:00,2026-07-29T17:22:21.087327+03:00,NOT_AVAILABLE,2026-07-31,1128,-462.48,0.41,TARIFF_41,posting matched
51078388-0251-1,1991772098,305101272,EVT-FS-MOIST-30,2026-07-30T06:01:31.046524+03:00,2026-07-30T06:01:31.046524+03:00,2026-07-30T06:01:42.300280+03:00,NOT_AVAILABLE,2026-07-31,959,-393.19,0.41,TARIFF_41,posting matched
0105883992-0276-1,2974977988,438775617,EVT-FC-ACNE-50,2026-07-30T09:58:22.220793+03:00,2026-07-30T09:58:22.220793+03:00,2026-07-30T09:58:35.814751+03:00,NOT_AVAILABLE,2026-08-01,1297,-531.77,0.41,TARIFF_41,posting matched
0105883992-0275-1,3530427102,535581675,EVT-FT-ACNE-150,2026-07-30T09:57:28.295427+03:00,2026-07-30T09:57:28.295427+03:00,2026-07-30T09:57:42.667182+03:00,NOT_AVAILABLE,2026-08-01,1128,-462.48,0.41,TARIFF_41,posting matched
0120358253-0671-1,3530427102,535581675,EVT-FT-ACNE-150,2026-07-28T12:16:59.908271+03:00,2026-07-28T12:16:59.908271+03:00,2026-07-28T12:17:08.973057+03:00,NOT_AVAILABLE,2026-08-01,1000,-410,0.41,TARIFF_41,posting matched
11031669-1332-2,1991772098,305101272,EVT-FS-MOIST-30,2026-07-30T07:59:01.128080+03:00,2026-07-30T07:59:01.128080+03:00,2026-07-30T07:59:16.598812+03:00,NOT_AVAILABLE,2026-08-01,959,-393.19,0.41,TARIFF_41,posting matched
41512917-1756-1,3892223191,930334397,EVT-SET-CHERRY-AMBER,2026-07-30T22:11:14.767718+03:00,2026-07-30T22:11:14.767718+03:00,2026-07-30T22:11:21.586165+03:00,NOT_AVAILABLE,2026-08-01,1203,-493.23,0.41,TARIFF_41,posting matched
47943143-1596-1,1997079254,252442517,EVT-HC-HAND-300,2026-07-29T21:48:56.547649+03:00,2026-07-29T21:48:56.547649+03:00,2026-07-29T21:49:10.957164+03:00,NOT_AVAILABLE,2026-08-02,900,-369,0.41,TARIFF_41,posting matched
73572762-0103-1,1997079254,252442517,EVT-HC-HAND-300,2026-07-29T16:21:47.034349+03:00,2026-07-29T16:21:47.034349+03:00,2026-07-29T16:40:07.016061+03:00,NOT_AVAILABLE,2026-08-03,900,-369,0.41,TARIFF_41,posting matched
49815229-0188-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-02T09:52:55.561914+03:00,2026-08-02T09:52:55.561914+03:00,2026-08-02T09:53:02.741110+03:00,NOT_AVAILABLE,2026-08-04,838,-343.58,0.41,TARIFF_41,posting matched
0173384289-0379-1,1997079254,252442517,EVT-HC-HAND-300,2026-07-29T22:18:26.511910+03:00,2026-07-29T22:18:26.511910+03:00,2026-07-29T22:18:40.020636+03:00,NOT_AVAILABLE,2026-08-04,900,-369,0.41,TARIFF_41,posting matched
86919179-0120-2,1991772098,305101272,EVT-FS-MOIST-30,2026-07-28T19:06:06.164740+03:00,2026-07-28T19:06:06.164740+03:00,2026-07-28T19:06:14.372305+03:00,NOT_AVAILABLE,2026-08-04,1280,-524.8,0.41,TARIFF_41,posting matched
80015267-0527-1,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-02T10:05:49.584986+03:00,2026-08-02T10:05:49.584986+03:00,2026-08-02T10:05:56.426408+03:00,NOT_AVAILABLE,2026-08-04,3886,-1593.26,0.41,TARIFF_41,posting matched
38446414-0599-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-03T01:40:44.523510+03:00,2026-08-03T01:40:44.523510+03:00,2026-08-03T01:40:53.700226+03:00,NOT_AVAILABLE,2026-08-04,965,-395.65,0.41,TARIFF_41,posting matched
97657494-0297-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-04T14:34:31.584506+03:00,2026-08-04T14:34:31.584506+03:00,2026-08-04T14:34:39.460116+03:00,NOT_AVAILABLE,2026-08-05,903,-370.23,0.41,TARIFF_41,posting matched
0223273019-0056-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-01T04:58:36.838081+03:00,2026-08-01T04:58:36.838081+03:00,2026-08-01T04:58:54.562013+03:00,NOT_AVAILABLE,2026-08-05,959,-393.19,0.41,TARIFF_41,posting matched
0186491498-0012-1,1991772098,305101272,EVT-FS-MOIST-30,2026-07-30T07:13:08.768748+03:00,2026-07-30T07:13:08.768748+03:00,2026-07-30T07:13:20.524412+03:00,NOT_AVAILABLE,2026-08-05,959,-393.19,0.41,TARIFF_41,posting matched
0215126714-0001-3,3733947454,909951444,EVT-SET-ACNE-POWDER-SERUM-CREAM,2026-07-30T15:55:40.464292+03:00,2026-07-30T15:55:40.464292+03:00,2026-07-30T15:58:45.933833+03:00,NOT_AVAILABLE,2026-08-05,2141,-877.81,0.41,TARIFF_41,posting matched
0215126714-0001-2,3530427102,535581675,EVT-FT-ACNE-150,2026-07-30T15:55:40.464292+03:00,2026-07-30T15:55:40.464292+03:00,2026-07-30T15:58:45.933833+03:00,NOT_AVAILABLE,2026-08-05,1128,-462.48,0.41,TARIFF_41,posting matched
35975313-2379-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-07-24T18:57:58.398677+03:00,2026-07-24T18:57:58.398677+03:00,2026-07-24T18:58:12.548896+03:00,NOT_AVAILABLE,2026-08-05,-1101,451.41,0.41,TARIFF_41,posting matched
45223921-0097-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-03T22:46:20.602288+03:00,2026-08-03T22:46:20.602288+03:00,2026-08-03T22:46:27.789911+03:00,NOT_AVAILABLE,2026-08-05,965,-395.65,0.41,TARIFF_41,posting matched
0136467475-0045-3,1994674912,305101361,EVT-FS-ACNE-30,2026-08-02T15:03:04.616492+03:00,2026-08-02T15:03:04.616492+03:00,2026-08-02T15:03:03.357496+03:00,NOT_AVAILABLE,2026-08-05,929,-380.89,0.41,TARIFF_41,posting matched
0208415347-0077-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-03T17:44:27.470203+03:00,2026-08-03T17:44:27.470203+03:00,2026-08-03T17:44:39.838761+03:00,NOT_AVAILABLE,2026-08-06,929,-380.89,0.41,TARIFF_41,posting matched
0140260783-0103-1,1997079254,252442517,EVT-HC-HAND-300,2026-07-19T12:30:01.325148+03:00,2026-07-19T12:30:01.325148+03:00,2026-07-19T12:30:13.965827+03:00,NOT_AVAILABLE,2026-08-06,586,-240.26,0.41,TARIFF_41,posting matched
94119088-0045-1,3530427102,535581675,EVT-FT-ACNE-150,2026-07-31T11:32:53.500163+03:00,2026-07-31T11:32:53.500163+03:00,2026-07-31T11:33:05.560930+03:00,NOT_AVAILABLE,2026-08-06,1128,-462.48,0.41,TARIFF_41,posting matched
0223481492-0184-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-04T13:16:34.043491+03:00,2026-08-04T13:16:34.043491+03:00,2026-08-04T13:16:46.100837+03:00,NOT_AVAILABLE,2026-08-06,903,-370.23,0.41,TARIFF_41,posting matched
33685950-0517-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-04T16:18:55.593066+03:00,2026-08-04T16:18:55.593066+03:00,2026-08-04T16:19:06.509595+03:00,NOT_AVAILABLE,2026-08-06,886,-363.26,0.41,TARIFF_41,posting matched
33685950-0517-3,3528293526,535581674,EVT-FT-MOIST-150,2026-08-04T16:19:08.110650+03:00,2026-08-04T16:19:08.110650+03:00,2026-08-04T16:19:06.509595+03:00,NOT_AVAILABLE,2026-08-06,886,-363.26,0.41,TARIFF_41,posting matched
0127292139-0792-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-03T10:50:02.480975+03:00,2026-08-03T10:50:02.480975+03:00,2026-08-03T10:50:09.172719+03:00,NOT_AVAILABLE,2026-08-07,929,-380.89,0.41,TARIFF_41,posting matched
68164701-0072-1,2974977988,438775617,EVT-FC-ACNE-50,2026-07-31T19:22:09.769090+03:00,2026-07-31T19:22:09.769090+03:00,2026-07-31T19:22:18.333855+03:00,NOT_AVAILABLE,2026-08-07,1297,-531.77,0.41,TARIFF_41,posting matched
72915247-0880-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-05T21:53:22.947075+03:00,2026-08-05T21:53:22.947075+03:00,2026-08-05T21:53:32.732134+03:00,NOT_AVAILABLE,2026-08-08,847,-347.27,0.41,TARIFF_41,posting matched
0265522284-0003-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-06T17:21:42.080241+03:00,2026-08-06T17:21:42.080241+03:00,2026-08-06T17:23:21.101222+03:00,NOT_AVAILABLE,2026-08-08,953,-390.73,0.41,TARIFF_41,posting matched
30007816-0087-1,3930712640,593111985,EVT-HC-AMBER-300,2026-08-07T12:37:09.400101+03:00,2026-08-07T12:37:09.400101+03:00,2026-08-07T12:37:17.535214+03:00,NOT_AVAILABLE,2026-08-08,905,-371.05,0.41,TARIFF_41,posting matched
49341158-0067-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-02T13:00:28.519620+03:00,2026-08-02T13:00:28.519620+03:00,2026-08-02T13:00:35.806705+03:00,NOT_AVAILABLE,2026-08-08,929,-380.89,0.41,TARIFF_41,posting matched
21599377-0481-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-03T17:46:49.392427+03:00,2026-08-03T17:46:49.392427+03:00,2026-08-03T17:46:59.700951+03:00,NOT_AVAILABLE,2026-08-08,900,-369,0.41,TARIFF_41,posting matched
0140661284-0013-6,3543342130,535580776,EVT-EP-ENZYME-75,2026-08-07T06:34:39.296226+03:00,2026-08-07T06:34:39.296226+03:00,2026-08-07T06:45:42.613723+03:00,NOT_AVAILABLE,2026-08-08,930,-381.3,0.41,TARIFF_41,posting matched
45950858-0577-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-05T19:59:59.066627+03:00,2026-08-05T19:59:59.066627+03:00,2026-08-05T20:00:16.542152+03:00,NOT_AVAILABLE,2026-08-08,965,-395.65,0.41,TARIFF_41,posting matched
48277024-1448-1,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,2026-08-06T19:40:47.851855+03:00,2026-08-06T19:40:47.851855+03:00,2026-08-06T19:41:02.080436+03:00,NOT_AVAILABLE,2026-08-08,2100,-861,0.41,TARIFF_41,posting matched
19219798-0308-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-07T00:22:46.008440+03:00,2026-08-07T00:22:46.008440+03:00,2026-08-07T00:22:53.973409+03:00,NOT_AVAILABLE,2026-08-08,950,-389.5,0.41,TARIFF_41,posting matched
0165818245-0019-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-06T21:44:13.079696+03:00,2026-08-06T21:44:13.079696+03:00,2026-08-06T21:44:24.763948+03:00,NOT_AVAILABLE,2026-08-08,950,-389.5,0.41,TARIFF_41,posting matched
45076539-1541-1,3930712640,593111985,EVT-HC-AMBER-300,2026-08-07T14:54:36.124079+03:00,2026-08-07T14:54:36.124079+03:00,2026-08-07T14:54:45.282001+03:00,NOT_AVAILABLE,2026-08-08,898,-368.18,0.41,TARIFF_41,posting matched
46083531-0525-5,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,2026-08-05T15:31:29.296447+03:00,2026-08-05T15:31:29.296447+03:00,2026-08-05T15:31:42.338090+03:00,NOT_AVAILABLE,2026-08-08,1180,-483.8,0.41,TARIFF_41,posting matched
41560617-0505-1,3892223191,930334397,EVT-SET-CHERRY-AMBER,2026-08-06T21:36:35.557904+03:00,2026-08-06T21:36:35.557904+03:00,2026-08-06T21:36:50.260661+03:00,NOT_AVAILABLE,2026-08-08,1165,-477.65,0.41,TARIFF_41,posting matched
41313800-0429-14,1991772098,305101272,EVT-FS-MOIST-30,2026-08-04T10:14:19.125432+03:00,2026-08-04T10:14:19.125432+03:00,2026-08-04T10:14:30.473104+03:00,NOT_AVAILABLE,2026-08-08,915,-375.15,0.41,TARIFF_41,posting matched
60529449-0144-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-07T07:30:16.294248+03:00,2026-08-07T07:30:16.294248+03:00,2026-08-07T07:30:48.469111+03:00,NOT_AVAILABLE,2026-08-09,950,-389.5,0.41,TARIFF_41,posting matched
71123615-0099-4,1997079254,252442517,EVT-HC-HAND-300,2026-08-05T07:31:04.387711+03:00,2026-08-05T07:31:04.387711+03:00,2026-08-05T07:32:11.858538+03:00,NOT_AVAILABLE,2026-08-09,819,-335.79,0.41,TARIFF_41,posting matched
68059511-0042-1,1991772098,305101272,EVT-FS-MOIST-30,2026-07-30T17:58:26.283496+03:00,2026-07-30T17:58:26.283496+03:00,2026-07-30T17:58:34.917166+03:00,NOT_AVAILABLE,2026-08-09,959,-393.19,0.41,TARIFF_41,posting matched
0223481492-0186-1,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,2026-08-05T12:25:04.598173+03:00,2026-08-05T12:25:04.598173+03:00,2026-08-05T12:25:20.460195+03:00,NOT_AVAILABLE,2026-08-09,1080,-442.8,0.41,TARIFF_41,posting matched
76317668-0099-5,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-05T08:13:48.744030+03:00,2026-08-05T08:13:48.744030+03:00,2026-08-05T08:13:47.627889+03:00,NOT_AVAILABLE,2026-08-09,965,-395.65,0.41,TARIFF_41,posting matched
76317668-0099-4,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-05T08:13:38.280635+03:00,2026-08-05T08:13:38.280635+03:00,2026-08-05T08:13:47.627889+03:00,NOT_AVAILABLE,2026-08-09,965,-395.65,0.41,TARIFF_41,posting matched
39617856-0320-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-05T17:32:59.493154+03:00,2026-08-05T17:32:59.493154+03:00,2026-08-05T17:33:09.473242+03:00,NOT_AVAILABLE,2026-08-10,950,-389.5,0.41,TARIFF_41,posting matched
51966204-0201-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-05T11:25:19.741461+03:00,2026-08-05T11:25:19.741461+03:00,2026-08-05T11:25:30.102413+03:00,NOT_AVAILABLE,2026-08-10,819,-335.79,0.41,TARIFF_41,posting matched
47143487-1076-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-07T00:17:54.835453+03:00,2026-08-07T00:17:54.835453+03:00,2026-08-07T00:18:04.748851+03:00,NOT_AVAILABLE,2026-08-10,819,-335.79,0.41,TARIFF_41,posting matched
0134082945-0082-5,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-06T10:07:07.753854+03:00,2026-08-06T10:07:07.753854+03:00,2026-08-06T10:07:20.448677+03:00,NOT_AVAILABLE,2026-08-10,2900,-1189,0.41,TARIFF_41,posting matched
0121467160-0295-1,3930712640,593111985,EVT-HC-AMBER-300,2026-08-06T23:49:49.132789+03:00,2026-08-06T23:49:49.132789+03:00,2026-08-06T23:49:57.584168+03:00,NOT_AVAILABLE,2026-08-10,905,-371.05,0.41,TARIFF_41,posting matched
0165380790-0162-1,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,2026-08-08T22:23:21.589684+03:00,2026-08-08T22:23:21.589684+03:00,2026-08-08T22:23:36.165109+03:00,NOT_AVAILABLE,2026-08-10,2100,-861,0.41,TARIFF_41,posting matched
48828969-0054-2,1994674912,305101361,EVT-FS-ACNE-30,2026-08-08T21:34:36.251710+03:00,2026-08-08T21:34:36.251710+03:00,2026-08-08T21:35:15.479518+03:00,NOT_AVAILABLE,2026-08-10,842,-345.22,0.41,TARIFF_41,posting matched
0152518815-0117-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-08T16:42:13.389536+03:00,2026-08-08T16:42:13.389536+03:00,2026-08-08T16:42:25.236402+03:00,NOT_AVAILABLE,2026-08-10,842,-345.22,0.41,TARIFF_41,posting matched
0124128699-0064-3,3530427102,535581675,EVT-FT-ACNE-150,2026-08-07T13:38:55.968467+03:00,2026-08-07T13:38:55.968467+03:00,2026-08-07T13:39:08.917956+03:00,NOT_AVAILABLE,2026-08-10,950,-389.5,0.41,TARIFF_41,posting matched
42884911-2242-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-07T19:39:49.435344+03:00,2026-08-07T19:39:49.435344+03:00,2026-08-07T19:39:59.356145+03:00,NOT_AVAILABLE,2026-08-11,950,-389.5,0.41,TARIFF_41,posting matched
42496622-0049-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-08T20:04:28.273151+03:00,2026-08-08T20:04:28.273151+03:00,2026-08-08T20:04:36.435722+03:00,NOT_AVAILABLE,2026-08-11,953,-390.73,0.41,TARIFF_41,posting matched
58627763-0668-1,3892345516,930334395,EVT-SET-HAND-CHERRY,2026-08-09T12:52:48.707368+03:00,2026-08-09T12:52:48.707368+03:00,2026-08-09T12:53:02.232194+03:00,NOT_AVAILABLE,2026-08-11,1161,-476.01,0.41,TARIFF_41,posting matched
19006347-0184-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-09T17:53:24.484790+03:00,2026-08-09T17:53:24.484790+03:00,2026-08-09T17:53:31.266436+03:00,NOT_AVAILABLE,2026-08-11,950,-389.5,0.41,TARIFF_41,posting matched
0109172114-0223-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-07T16:17:40.843718+03:00,2026-08-07T16:17:40.843718+03:00,2026-08-07T16:18:34.045649+03:00,NOT_AVAILABLE,2026-08-11,950,-389.5,0.41,TARIFF_41,posting matched
87329904-0177-12,1997079254,252442517,EVT-HC-HAND-300,2026-08-08T07:33:11.829316+03:00,2026-08-08T07:33:11.829316+03:00,2026-08-08T07:33:25.893763+03:00,NOT_AVAILABLE,2026-08-12,819,-335.79,0.41,TARIFF_41,posting matched
0155224134-0383-1,3892410843,930334396,EVT-SET-HAND-AMBER,2026-08-08T18:35:59.017891+03:00,2026-08-08T18:35:59.017891+03:00,2026-08-08T18:36:08.191428+03:00,NOT_AVAILABLE,2026-08-12,1000,-410,0.41,TARIFF_41,posting matched
36589423-0568-4,3530427102,535581675,EVT-FT-ACNE-150,2026-08-09T21:34:50.282879+03:00,2026-08-09T21:34:50.282879+03:00,2026-08-09T21:34:57.593652+03:00,NOT_AVAILABLE,2026-08-12,950,-389.5,0.41,TARIFF_41,posting matched
90842828-0173-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-08T15:10:47.982381+03:00,2026-08-08T15:10:47.982381+03:00,2026-08-08T15:10:56.035969+03:00,NOT_AVAILABLE,2026-08-12,953,-390.73,0.41,TARIFF_41,posting matched
89859010-0202-1,2974977988,438775617,EVT-FC-ACNE-50,2026-08-08T21:15:23.199042+03:00,2026-08-08T21:15:23.199042+03:00,2026-08-08T21:15:33.631903+03:00,NOT_AVAILABLE,2026-08-12,990,-405.9,0.41,TARIFF_41,posting matched
31616016-0359-1,1997079254,252442517,EVT-HC-HAND-300,2026-08-09T15:05:52.920326+03:00,2026-08-09T15:05:52.920326+03:00,2026-08-09T15:06:00.462904+03:00,NOT_AVAILABLE,2026-08-13,819,-335.79,0.41,TARIFF_41,posting matched
82459851-0581-2,1991772098,305101272,EVT-FS-MOIST-30,2026-08-10T19:40:15.953636+03:00,2026-08-10T19:40:15.953636+03:00,2026-08-10T19:41:16.305884+03:00,NOT_AVAILABLE,2026-08-13,953,-390.73,0.41,TARIFF_41,posting matched
0199341339-0226-1,2974977988,438775617,EVT-FC-ACNE-50,2026-08-10T16:55:58.005682+03:00,2026-08-10T16:55:58.005682+03:00,2026-08-10T16:56:09.648696+03:00,NOT_AVAILABLE,2026-08-14,990,-405.9,0.41,TARIFF_41,posting matched
0136965249-0473-1,3528293526,535581674,EVT-FT-MOIST-150,2026-08-04T17:14:06.053954+03:00,2026-08-04T17:14:06.053954+03:00,2026-08-04T17:14:18.981377+03:00,NOT_AVAILABLE,2026-08-14,886,-363.26,0.41,TARIFF_41,posting matched
0107139651-0344-2,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-10T16:40:01.246415+03:00,2026-08-10T16:40:01.246415+03:00,2026-08-10T16:40:13.514064+03:00,NOT_AVAILABLE,2026-08-14,2900,-1189,0.41,TARIFF_41,posting matched
0225390476-0028-1,2974977988,438775617,EVT-FC-ACNE-50,2026-08-11T23:09:03.942631+03:00,2026-08-11T23:09:03.942631+03:00,2026-08-11T23:09:11.828795+03:00,NOT_AVAILABLE,2026-08-14,990,-405.9,0.41,TARIFF_41,posting matched
34101060-0614-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-12T12:22:16.019494+03:00,2026-08-12T12:22:16.019494+03:00,2026-08-12T12:22:31.938134+03:00,NOT_AVAILABLE,2026-08-14,950,-389.5,0.41,TARIFF_41,posting matched
0248037575-0018-1,3530427102,535581675,EVT-FT-ACNE-150,2026-08-04T15:48:23.969735+03:00,2026-08-04T15:48:23.969735+03:00,2026-08-04T15:48:33.015631+03:00,NOT_AVAILABLE,2026-08-14,903,-370.23,0.41,TARIFF_41,posting matched
0184194448-0932-1,1991772098,305101272,EVT-FS-MOIST-30,2026-08-12T08:49:46.225567+03:00,2026-08-12T08:49:46.225567+03:00,2026-08-12T08:49:56.267678+03:00,NOT_AVAILABLE,2026-08-15,947,-388.27,0.41,TARIFF_41,posting matched
0171109584-0862-1,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,2026-08-13T23:49:01.663128+03:00,2026-08-13T23:49:01.663128+03:00,2026-08-13T23:49:29.101215+03:00,NOT_AVAILABLE,2026-08-15,1950,-799.5,0.41,TARIFF_41,posting matched
58544176-0238-1,3892518031,593111986,EVT-HC-CHERRY-300,2026-08-13T23:58:15.744809+03:00,2026-08-13T23:58:15.744809+03:00,2026-08-13T23:58:21.991933+03:00,NOT_AVAILABLE,2026-08-15,1001,-410.41,0.41,TARIFF_41,posting matched
95052185-0216-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-14T22:56:41.926168+03:00,2026-08-14T22:56:41.926168+03:00,2026-08-14T22:56:50.290391+03:00,NOT_AVAILABLE,2026-08-15,1208,-495.28,0.41,TARIFF_41,posting matched
90331413-0218-1,3892223191,930334397,EVT-SET-CHERRY-AMBER,2026-08-13T22:49:00.557761+03:00,2026-08-13T22:49:00.557761+03:00,2026-08-13T22:49:08.475000+03:00,NOT_AVAILABLE,2026-08-15,1185,-485.85,0.41,TARIFF_41,posting matched
0179415481-0008-1,3733452761,868597351,EVT-SET-4PC-ACNE,2026-08-13T10:09:16.414199+03:00,2026-08-13T10:09:16.414199+03:00,2026-08-13T10:09:27.094708+03:00,NOT_AVAILABLE,2026-08-16,2982,-1222.62,0.41,TARIFF_41,posting matched
46179118-0187-1,1994674912,305101361,EVT-FS-ACNE-30,2026-08-12T13:01:48.646144+03:00,2026-08-12T13:01:48.646144+03:00,2026-08-12T13:01:55.426456+03:00,NOT_AVAILABLE,2026-08-17,842,-345.22,0.41,TARIFF_41,posting matched
